Shipment_ID,Shipment_Date,Vendor_ID,Vendor_Rating,Origin,Destination,Distance_km,Weight_tons,Weather_Condition,Traffic_Density,Vehicle_Type,Actual_Delay_Days,CO2_Emission_kg
SHP-00858,2026-02-18,VEND-005,2.0,Mersin,Adana,77.1,9.6,Storm,High,Hybrid Van,4,77.52
SHP-00859,2026-02-18,VEND-010,2.9,Mersin,Adana,77.1,7.79,Snow,Low,Hybrid Van,1,53.99
SHP-00860,2026-02-19,VEND-003,4.5,Bursa,Kocaeli,122.1,11.14,Snow,Low,Hybrid Van,0,114.32
SHP-00861,2026-02-20,VEND-020,3.9,Gaziantep,Eskisehir,867.3,3.33,Snow,Low,Diesel Truck,0,389.53
SHP-00862,2026-02-20,VEND-005,1.9,Eskisehir,Mersin,633.4,11.83,Snow,Medium,Hybrid Van,4,676.85
SHP-00863,2026-02-20,VEND-010,3.1,Diyarbakir,Sakarya,1086.4,2.04,Snow,High,Diesel Truck,2,347.95
SHP-00864,2026-02-20,VEND-025,4.2,Sakarya,Diyarbakir,1139.2,1.09,Storm,Medium,Diesel Truck,0,186.34
SHP-00865,2026-02-20,VEND-015,3.0,Konya,Kayseri,337.4,23.36,Rain,Medium,Electric Semi,0,286.78
SHP-00866,2026-02-21,VEND-012,4.7,Izmir,Erzurum,1563.6,17.54,Storm,Low,Hybrid Van,0,2354.62
SHP-00867,2026-02-21,VEND-014,4.4,Bursa,Antalya,511.7,14.48,Storm,Medium,Diesel Truck,0,1127.42
SHP-00868,2026-02-21,VEND-020,3.7,Adana,Erzurum,759.2,9.19,Rain,High,Diesel Truck,0,1010.72
SHP-00869,2026-02-22,VEND-007,4.2,Samsun,Gaziantep,572.4,14.69,Rain,High,Hybrid Van,0,751.44
SHP-00870,2026-02-22,VEND-016,2.2,Malatya,Samsun,463.6,22.4,Snow,Low,Electric Semi,0,373.04
SHP-00871,2026-02-23,VEND-022,2.8,Malatya,Gaziantep,203.3,16.66,Rain,Medium,Electric Semi,0,127.17
SHP-00872,2026-02-23,VEND-015,3.5,Istanbul,Kayseri,786.8,15.46,Normal,Low,Diesel Truck,0,1605.43
SHP-00873,2026-02-23,VEND-012,4.4,Eskisehir,Konya,334.5,12.04,Normal,Low,Electric Semi,0,151.5
SHP-00874,2026-02-23,VEND-004,3.9,Gaziantep,Eskisehir,867.7,9.3,Normal,Low,Hybrid Van,0,653.81
SHP-00875,2026-02-24,VEND-007,4.1,Bursa,Ankara,396.6,17.77,Snow,Low,Hybrid Van,0,600.91
SHP-00876,2026-02-24,VEND-024,4.7,Kocaeli,Diyarbakir,1135.2,24.54,Rain,Low,Diesel Truck,0,3835.18
SHP-00877,2026-02-24,VEND-014,4.4,Istanbul,Erzurum,1282.5,11.19,Normal,High,Diesel Truck,0,2104.07
SHP-00878,2026-02-25,VEND-008,4.4,Konya,Kocaeli,464.2,10.41,Snow,Low,Electric Semi,0,177.73
SHP-00879,2026-02-25,VEND-011,3.0,Kocaeli,Samsun,659.0,11.27,Normal,High,Electric Semi,2,307.45
SHP-00880,2026-02-25,VEND-015,3.1,Gaziantep,Eskisehir,849.7,11.21,Normal,High,Diesel Truck,0,1369.89
SHP-00881,2026-02-26,VEND-014,4.6,Kocaeli,Bursa,118.7,24.77,Snow,Medium,Diesel Truck,0,433.24
SHP-00882,2026-02-26,VEND-018,1.3,Kayseri,Sakarya,590.7,17.96,Storm,Medium,Diesel Truck,1,1583.84
SHP-00883,2026-02-26,VEND-007,4.4,Sakarya,Antalya,517.9,9.62,Snow,High,Hybrid Van,0,474.27
SHP-00884,2026-02-27,VEND-017,3.5,Bursa,Denizli,320.8,9.92,Snow,Low,Diesel Truck,1,467.46
SHP-00885,2026-02-27,VEND-012,4.9,Ankara,Konya,300.1,11.34,Snow,Medium,Diesel Truck,0,487.74
SHP-00886,2026-02-27,VEND-024,4.4,Samsun,Sakarya,656.0,1.88,Normal,Medium,Hybrid Van,0,109.28
SHP-00887,2026-02-27,VEND-004,3.8,Gaziantep,Diyarbakir,321.1,13.67,Snow,High,Electric Semi,0,181.77
SHP-00888,2026-02-27,VEND-004,3.9,Eskisehir,Bursa,169.9,20.47,Snow,High,Diesel Truck,0,552.32
SHP-00889,2026-02-28,VEND-012,4.7,Ankara,Trabzon,757.9,16.85,Normal,High,Diesel Truck,0,1823.16
SHP-00890,2026-02-28,VEND-013,3.8,Kocaeli,Kayseri,689.9,5.76,Snow,Medium,Hybrid Van,0,351.14
SHP-00891,2026-02-28,VEND-018,1.9,Van,Gaziantep,677.4,18.47,Rain,Medium,Diesel Truck,1,1789.34
SHP-00892,2026-02-28,VEND-011,2.5,Ankara,Trabzon,724.4,18.27,Snow,High,Diesel Truck,5,2037.1
SHP-00893,2026-02-28,VEND-023,5.0,Konya,Van,1187.7,7.3,Storm,High,Diesel Truck,0,1315.35
SHP-00894,2026-02-28,VEND-012,4.7,Diyarbakir,Istanbul,1327.4,15.95,Storm,Medium,Diesel Truck,0,3225.6
SHP-00895,2026-02-28,VEND-004,3.9,Samsun,Van,865.5,15.66,Normal,High,Electric Semi,0,534.97
SHP-00896,2026-02-28,VEND-003,4.3,Bursa,Malatya,1024.2,21.15,Snow,High,Diesel Truck,0,3285.5
SHP-00897,2026-02-28,VEND-025,4.3,Antalya,Kocaeli,530.4,4.27,Storm,Medium,Hybrid Van,0,205.08
SHP-00898,2026-02-28,VEND-004,3.5,Sakarya,Kocaeli,47.4,5.68,Normal,Low,Diesel Truck,0,43.47
SHP-00899,2026-03-01,VEND-024,4.7,Malatya,Adana,392.1,12.66,Normal,Low,Diesel Truck,0,666.26
SHP-00900,2026-03-01,VEND-007,4.0,Adana,Izmir,911.3,2.06,Storm,High,Diesel Truck,1,285.11
SHP-00901,2026-03-01,VEND-003,4.5,Kayseri,Kocaeli,668.3,10.97,Normal,Low,Hybrid Van,0,597.16
SHP-00902,2026-03-01,VEND-008,4.3,Sakarya,Diyarbakir,1119.5,19.92,Rain,Medium,Diesel Truck,0,3175.0
SHP-00903,2026-03-01,VEND-016,2.5,Bursa,Gaziantep,999.3,4.57,Rain,Medium,Diesel Truck,0,599.04
SHP-00904,2026-03-01,VEND-011,2.8,Antalya,Eskisehir,401.8,12.04,Normal,High,Diesel Truck,0,704.71
SHP-00905,2026-03-02,VEND-020,3.6,Sakarya,Eskisehir,140.8,24.75,Rain,High,Electric Semi,0,142.8
SHP-00906,2026-03-02,VEND-016,2.2,Bursa,Sakarya,168.2,13.14,Normal,High,Diesel Truck,3,330.51
SHP-00907,2026-03-03,VEND-011,3.0,Sakarya,Konya,458.2,12.96,Snow,Medium,Hybrid Van,1,540.83
SHP-00908,2026-03-03,VEND-016,2.4,Kayseri,Adana,237.4,14.41,Storm,Low,Electric Semi,0,129.64
SHP-00909,2026-03-03,VEND-025,4.1,Van,Adana,897.9,5.46,Normal,Medium,Electric Semi,0,174.4
SHP-00910,2026-03-03,VEND-011,2.8,Istanbul,Malatya,1024.8,4.53,Rain,Low,Hybrid Van,0,365.77
SHP-00911,2026-03-04,VEND-004,3.7,Erzurum,Malatya,377.2,17.26,Rain,Medium,Diesel Truck,0,945.18
SHP-00912,2026-03-04,VEND-011,2.9,Antalya,Mersin,419.1,10.5,Snow,High,Hybrid Van,0,423.9
SHP-00913,2026-03-05,VEND-022,2.4,Istanbul,Van,1564.8,7.96,Normal,Medium,Hybrid Van,0,1076.96
SHP-00914,2026-03-05,VEND-006,5.0,Eskisehir,Samsun,626.9,1.75,Rain,Medium,Diesel Truck,2,157.83
SHP-00915,2026-03-05,VEND-024,4.6,Samsun,Adana,596.8,21.31,Snow,Medium,Electric Semi,0,504.23
SHP-00916,2026-03-06,VEND-015,3.5,Diyarbakir,Istanbul,1319.3,1.78,Normal,High,Diesel Truck,0,329.08
SHP-00917,2026-03-06,VEND-016,2.1,Izmir,Trabzon,1355.4,19.0,Rain,Medium,Diesel Truck,3,3501.0
SHP-00918,2026-03-07,VEND-008,4.3,Ankara,Denizli,511.4,10.17,Normal,Medium,Hybrid Van,0,438.53
SHP-00919,2026-03-07,VEND-024,4.9,Kocaeli,Van,1530.6,15.37,Rain,Low,Hybrid Van,0,1981.26
SHP-00920,2026-03-07,VEND-001,4.4,Malatya,Denizli,1018.4,6.94,Normal,Medium,Diesel Truck,0,1012.42
SHP-00921,2026-03-07,VEND-008,4.2,Mersin,Istanbul,819.6,4.73,Snow,Low,Hybrid Van,0,330.59
SHP-00922,2026-03-08,VEND-011,2.8,Sakarya,Samsun,618.3,13.8,Normal,Medium,Electric Semi,0,304.04
SHP-00923,2026-03-08,VEND-012,4.7,Erzurum,Eskisehir,1157.1,17.69,Normal,High,Diesel Truck,0,2855.1
SHP-00924,2026-03-09,VEND-012,4.7,Malatya,Kayseri,311.3,5.69,Storm,Low,Hybrid Van,0,154.11
SHP-00925,2026-03-09,VEND-004,3.8,Samsun,Mersin,626.0,11.47,Storm,Medium,Electric Semi,4,302.87
SHP-00926,2026-03-09,VEND-006,4.9,Denizli,Diyarbakir,1216.7,11.67,Rain,Low,Diesel Truck,0,1952.83
SHP-00927,2026-03-09,VEND-003,4.3,Samsun,Trabzon,358.6,6.18,Rain,Low,Hybrid Van,1,192.96
SHP-00928,2026-03-09,VEND-015,3.1,Denizli,Trabzon,1196.9,14.56,Normal,Low,Diesel Truck,0,2257.19
SHP-00929,2026-03-10,VEND-009,2.0,Kocaeli,Mersin,758.0,4.5,Rain,Low,Diesel Truck,1,464.95
SHP-00930,2026-03-10,VEND-015,3.1,Samsun,Gaziantep,571.6,13.23,Normal,High,Diesel Truck,0,1113.07
SHP-00931,2026-03-10,VEND-015,2.9,Mersin,Samsun,638.2,3.72,Normal,High,Diesel Truck,1,343.01
SHP-00932,2026-03-10,VEND-018,1.8,Denizli,Van,1611.4,12.65,Snow,Medium,Diesel Truck,1,2904.51
SHP-00933,2026-03-10,VEND-014,4.5,Sakarya,Kocaeli,45.2,8.48,Rain,Medium,Hybrid Van,0,36.38
SHP-00934,2026-03-10,VEND-017,3.3,Erzurum,Denizli,1364.2,11.85,Normal,High,Diesel Truck,0,2289.35
SHP-00935,2026-03-11,VEND-015,3.1,Trabzon,Izmir,1378.2,11.41,Normal,High,Diesel Truck,0,2260.83
SHP-00936,2026-03-11,VEND-017,3.2,Izmir,Van,1733.0,22.79,Snow,Medium,Diesel Truck,3,5529.19
SHP-00937,2026-03-11,VEND-016,2.1,Kocaeli,Antalya,567.0,12.76,Normal,Low,Diesel Truck,1,956.68
SHP-00938,2026-03-12,VEND-008,4.2,Konya,Van,1174.6,20.64,Normal,Medium,Diesel Truck,0,3314.13
SHP-00939,2026-03-12,VEND-007,4.4,Istanbul,Kayseri,743.0,6.42,Normal,High,Hybrid Van,0,421.88
SHP-00940,2026-03-13,VEND-020,3.6,Ankara,Erzurum,933.0,9.45,Normal,Low,Diesel Truck,0,1125.54
SHP-00941,2026-03-13,VEND-009,2.0,Kocaeli,Malatya,980.9,2.8,Normal,Medium,Hybrid Van,2,233.4
SHP-00942,2026-03-13,VEND-014,4.3,Erzurum,Eskisehir,1167.5,11.1,Snow,Medium,Diesel Truck,0,1837.77
SHP-00943,2026-03-14,VEND-005,1.8,Samsun,Erzurum,530.9,17.05,Normal,Medium,Diesel Truck,0,1233.85
SHP-00944,2026-03-14,VEND-011,2.8,Mersin,Trabzon,770.9,21.12,Rain,Medium,Diesel Truck,0,2350.83
SHP-00945,2026-03-14,VEND-014,4.5,Ankara,Malatya,635.8,14.58,Rain,Medium,Diesel Truck,0,1250.62
SHP-00946,2026-03-14,VEND-016,2.2,Denizli,Bursa,325.3,16.36,Rain,High,Diesel Truck,0,844.63
SHP-00947,2026-03-15,VEND-014,4.2,Ankara,Izmir,633.0,5.25,Rain,High,Electric Semi,0,133.19
SHP-00948,2026-03-15,VEND-010,2.9,Diyarbakir,Samsun,646.8,1.89,Rain,Low,Electric Semi,0,46.18
SHP-00949,2026-03-15,VEND-025,4.1,Diyarbakir,Sakarya,1106.6,20.0,Rain,High,Diesel Truck,0,3195.07
SHP-00950,2026-03-17,VEND-013,3.6,Van,Eskisehir,1337.0,5.01,Rain,High,Hybrid Van,0,632.63
SHP-00951,2026-03-17,VEND-021,4.3,Gaziantep,Kocaeli,910.1,3.19,Storm,Medium,Electric Semi,0,115.38
SHP-00952,2026-03-17,VEND-019,4.3,Bursa,Samsun,776.1,23.5,Rain,Medium,Diesel Truck,0,2518.24
SHP-00953,2026-03-17,VEND-014,4.8,Gaziantep,Trabzon,608.8,24.12,Storm,High,Diesel Truck,0,2238.02
SHP-00954,2026-03-18,VEND-023,4.6,Sakarya,Malatya,946.7,15.79,Normal,Medium,Diesel Truck,0,2013.0
SHP-00955,2026-03-18,VEND-004,3.9,Antalya,Diyarbakir,1019.8,10.09,Rain,Low,Diesel Truck,2,1403.44
SHP-00956,2026-03-18,VEND-024,4.4,Malatya,Izmir,1179.4,21.0,Rain,Low,Diesel Truck,0,3341.83
SHP-00957,2026-03-19,VEND-022,2.6,Bursa,Trabzon,1133.4,5.91,Normal,Low,Electric Semi,0,235.66
SHP-00958,2026-03-19,VEND-013,3.8,Istanbul,Mersin,834.0,11.31,Snow,Medium,Diesel Truck,0,1331.58
SHP-00959,2026-03-20,VEND-019,4.1,Antalya,Diyarbakir,1059.2,9.57,Normal,Low,Diesel Truck,0,1295.16
SHP-00960,2026-03-20,VEND-014,4.4,Sakarya,Kayseri,640.7,22.9,Normal,Medium,Diesel Truck,1,1964.44
SHP-00961,2026-03-20,VEND-007,4.5,Trabzon,Van,526.4,23.07,Storm,Medium,Diesel Truck,0,1806.82
SHP-00962,2026-03-20,VEND-020,3.6,Adana,Kayseri,239.2,16.62,Normal,High,Electric Semi,2,157.78
SHP-00963,2026-03-20,VEND-007,4.2,Denizli,Trabzon,1285.4,3.66,Normal,Medium,Hybrid Van,0,405.04
SHP-00964,2026-03-20,VEND-008,4.5,Trabzon,Izmir,1330.2,12.57,Normal,High,Diesel Truck,0,2399.74
SHP-00965,2026-03-20,VEND-013,3.8,Kocaeli,Erzurum,1257.7,6.89,Snow,High,Diesel Truck,0,1338.07
SHP-00966,2026-03-20,VEND-021,4.1,Samsun,Izmir,1058.1,22.24,Normal,Low,Diesel Truck,0,3051.68
SHP-00967,2026-03-21,VEND-010,2.8,Izmir,Mersin,855.6,4.32,Rain,Medium,Diesel Truck,0,495.93
SHP-00968,2026-03-21,VEND-013,3.9,Gaziantep,Diyarbakir,350.5,2.3,Storm,Low,Hybrid Van,0,73.49
SHP-00969,2026-03-21,VEND-002,3.0,Samsun,Van,846.8,17.91,Rain,High,Electric Semi,0,596.32
SHP-00970,2026-03-22,VEND-003,4.3,Izmir,Samsun,1051.4,11.88,Snow,Medium,Electric Semi,0,468.52
SHP-00971,2026-03-22,VEND-002,3.0,Kayseri,Samsun,358.6,21.12,Storm,Low,Diesel Truck,1,1053.73
SHP-00972,2026-03-22,VEND-002,2.9,Izmir,Istanbul,416.7,2.79,Normal,Low,Hybrid Van,0,97.4
SHP-00973,2026-03-22,VEND-022,2.6,Sakarya,Van,1435.5,20.23,Snow,Medium,Diesel Truck,0,4028.83
SHP-00974,2026-03-22,VEND-022,2.8,Izmir,Istanbul,398.5,1.9,Rain,High,Hybrid Van,0,71.6
SHP-00975,2026-03-23,VEND-021,4.0,Ankara,Istanbul,445.9,1.67,Normal,High,Hybrid Van,0,73.18
SHP-00976,2026-03-23,VEND-002,3.2,Trabzon,Mersin,811.9,12.07,Normal,Low,Diesel Truck,0,1220.31
SHP-00977,2026-03-23,VEND-002,2.8,Antalya,Istanbul,594.9,6.31,Rain,Low,Diesel Truck,0,508.07
SHP-00978,2026-03-23,VEND-008,4.2,Adana,Bursa,771.3,15.25,Normal,Medium,Diesel Truck,0,1542.65
SHP-00979,2026-03-23,VEND-015,3.4,Konya,Trabzon,885.5,1.62,Rain,Medium,Hybrid Van,0,124.35
SHP-00980,2026-03-24,VEND-009,2.1,Antalya,Eskisehir,381.0,1.85,Normal,Low,Electric Semi,0,26.01
SHP-00981,2026-03-24,VEND-013,3.8,Sakarya,Gaziantep,875.1,18.45,Rain,Low,Electric Semi,0,566.3
SHP-00982,2026-03-24,VEND-005,1.7,Denizli,Diyarbakir,1214.7,6.04,Normal,High,Electric Semi,2,289.01
SHP-00983,2026-03-24,VEND-019,4.3,Antalya,Trabzon,1080.4,16.75,Storm,Medium,Diesel Truck,4,2758.87
SHP-00984,2026-03-24,VEND-008,4.3,Denizli,Antalya,211.9,19.0,Normal,Medium,Diesel Truck,0,566.6
SHP-00985,2026-03-24,VEND-002,3.0,Eskisehir,Denizli,323.1,2.42,Normal,Medium,Electric Semi,0,30.94
SHP-00986,2026-03-24,VEND-019,4.4,Samsun,Trabzon,350.3,19.47,Normal,Medium,Diesel Truck,0,891.92
SHP-00987,2026-03-24,VEND-023,4.9,Kocaeli,Diyarbakir,1234.0,7.44,Normal,Medium,Hybrid Van,0,762.42
SHP-00988,2026-03-24,VEND-001,4.2,Erzurum,Izmir,1598.9,10.35,Rain,Low,Diesel Truck,0,2255.29
SHP-00989,2026-03-25,VEND-011,2.6,Kayseri,Antalya,588.1,3.08,Rain,Low,Hybrid Van,0,157.38
SHP-00990,2026-03-25,VEND-021,4.1,Adana,Gaziantep,239.5,21.13,Normal,High,Hybrid Van,0,473.39
SHP-00991,2026-03-26,VEND-018,1.8,Samsun,Konya,652.4,14.46,Snow,High,Diesel Truck,4,1485.45
SHP-00992,2026-03-26,VEND-022,2.5,Diyarbakir,Malatya,215.7,13.11,Normal,Medium,Electric Semi,0,107.3
SHP-00993,2026-03-27,VEND-011,2.8,Eskisehir,Denizli,326.1,24.25,Normal,Low,Diesel Truck,0,1117.88
SHP-00994,2026-03-27,VEND-010,3.0,Ankara,Kocaeli,318.6,9.03,Storm,Low,Electric Semi,4,110.69
SHP-00995,2026-03-27,VEND-018,1.7,Kayseri,Kocaeli,669.3,22.38,Rain,Low,Hybrid Van,2,1227.65
SHP-00996,2026-03-27,VEND-004,3.8,Eskisehir,Malatya,862.8,18.27,Rain,High,Hybrid Van,3,1440.95
SHP-00997,2026-03-27,VEND-006,5.0,Antalya,Kayseri,554.9,23.28,Normal,High,Hybrid Van,0,1109.86
SHP-00998,2026-03-27,VEND-016,2.4,Van,Antalya,1377.9,22.79,Normal,Medium,Diesel Truck,0,4262.55
SHP-00999,2026-03-28,VEND-017,3.2,Diyarbakir,Izmir,1497.3,24.78,Rain,High,Diesel Truck,1,5190.4
SHP-01000,2026-03-28,VEND-003,4.6,Diyarbakir,Konya,835.3,4.16,Normal,Low,Diesel Truck,0,452.43
SHP-01001,2026-03-28,VEND-013,3.7,Ankara,Denizli,489.6,20.1,Normal,Medium,Hybrid Van,0,820.08
SHP-01002,2026-03-28,VEND-010,3.0,Kocaeli,Mersin,726.2,20.31,Snow,Low,Diesel Truck,0,2099.05
SHP-01003,2026-03-28,VEND-013,3.8,Samsun,Mersin,647.5,16.46,Rain,Low,Diesel Truck,0,1483.17
SHP-01004,2026-03-29,VEND-024,4.5,Trabzon,Kayseri,569.4,7.69,Normal,High,Diesel Truck,0,616.6
SHP-01005,2026-03-29,VEND-002,3.1,Malatya,Van,566.7,24.16,Normal,High,Diesel Truck,0,2089.17
SHP-01006,2026-03-30,VEND-025,4.1,Adana,Van,903.7,5.91,Rain,Low,Diesel Truck,0,726.6
SHP-01007,2026-03-30,VEND-012,4.6,Samsun,Bursa,757.8,12.99,Normal,Low,Diesel Truck,0,1296.97
SHP-01008,2026-03-31,VEND-020,3.6,Denizli,Izmir,220.6,13.52,Normal,Medium,Hybrid Van,0,240.06
SHP-01009,2026-03-31,VEND-011,2.7,Sakarya,Antalya,535.7,4.88,Normal,Low,Hybrid Van,0,209.17
SHP-01010,2026-03-31,VEND-008,4.5,Sakarya,Malatya,941.7,18.34,Rain,Medium,Diesel Truck,0,2489.65
SHP-01011,2026-04-01,VEND-020,3.8,Konya,Kayseri,357.4,3.13,Rain,Medium,Hybrid Van,0,100.66
SHP-01012,2026-04-01,VEND-018,2.0,Van,Diyarbakir,349.1,17.63,Normal,Low,Diesel Truck,1,810.72
SHP-01013,2026-04-01,VEND-004,4.2,Istanbul,Denizli,453.4,21.37,Normal,Low,Electric Semi,0,342.94
SHP-01014,2026-04-02,VEND-018,1.5,Kayseri,Kocaeli,653.0,9.39,Rain,Low,Diesel Truck,3,793.37
SHP-01015,2026-04-03,VEND-019,4.4,Trabzon,Gaziantep,606.6,18.03,Normal,High,Diesel Truck,0,1568.23
SHP-01016,2026-04-03,VEND-010,2.9,Ankara,Adana,488.2,4.76,Rain,Medium,Electric Semi,0,92.48
SHP-01017,2026-04-03,VEND-024,4.5,Kayseri,Izmir,924.5,21.3,Normal,Medium,Diesel Truck,0,2757.72
SHP-01018,2026-04-04,VEND-017,3.3,Kocaeli,Kayseri,657.7,23.85,Rain,Low,Diesel Truck,0,2100.69
SHP-01019,2026-04-04,VEND-009,1.7,Trabzon,Gaziantep,628.3,4.66,Storm,Medium,Hybrid Van,3,280.13
SHP-01020,2026-04-04,VEND-001,4.0,Izmir,Konya,584.4,17.6,Normal,Low,Electric Semi,0,347.84
SHP-01021,2026-04-05,VEND-017,3.4,Gaziantep,Istanbul,1007.4,13.14,Normal,Low,Diesel Truck,0,1678.44
SHP-01022,2026-04-05,VEND-006,4.7,Antalya,Diyarbakir,1033.1,13.76,Rain,Medium,Diesel Truck,0,2099.31
SHP-01023,2026-04-05,VEND-019,4.5,Trabzon,Erzurum,224.2,17.96,Normal,Medium,Electric Semi,0,150.7
SHP-01024,2026-04-05,VEND-014,4.3,Konya,Samsun,631.8,12.73,Normal,Low,Diesel Truck,0,1044.43
SHP-01025,2026-04-05,VEND-012,5.0,Kocaeli,Samsun,677.2,15.41,Normal,Medium,Diesel Truck,0,1416.86
SHP-01026,2026-04-05,VEND-005,1.7,Eskisehir,Erzurum,1171.3,6.54,Storm,High,Diesel Truck,5,1163.7
SHP-01027,2026-04-05,VEND-018,1.7,Sakarya,Kayseri,600.7,10.08,Normal,Low,Diesel Truck,0,801.76
SHP-01028,2026-04-06,VEND-005,1.6,Bursa,Trabzon,1148.6,21.77,Rain,Low,Diesel Truck,1,3376.29
SHP-01029,2026-04-06,VEND-011,3.1,Erzurum,Mersin,857.4,3.64,Normal,Medium,Diesel Truck,0,430.53
SHP-01030,2026-04-06,VEND-021,4.4,Bursa,Samsun,773.6,15.34,Normal,Low,Electric Semi,0,402.34
SHP-01031,2026-04-06,VEND-024,4.6,Istanbul,Samsun,762.5,5.42,Normal,Medium,Hybrid Van,0,350.77
SHP-01032,2026-04-06,VEND-025,4.0,Istanbul,Eskisehir,228.6,21.32,Rain,Medium,Electric Semi,0,181.41
SHP-01033,2026-04-07,VEND-024,4.6,Antalya,Trabzon,1117.8,14.9,Normal,Medium,Electric Semi,0,589.83
SHP-01034,2026-04-07,VEND-014,4.2,Malatya,Kayseri,320.0,10.67,Normal,Medium,Diesel Truck,0,487.81
SHP-01035,2026-04-07,VEND-006,5.0,Antalya,Ankara,501.5,7.0,Normal,Medium,Hybrid Van,0,315.52
SHP-01036,2026-04-07,VEND-021,4.3,Denizli,Erzurum,1362.6,11.48,Normal,High,Electric Semi,0,639.09
SHP-01037,2026-04-07,VEND-021,4.2,Mersin,Malatya,448.2,23.98,Normal,Low,Diesel Truck,0,1432.63
SHP-01038,2026-04-08,VEND-025,3.8,Istanbul,Antalya,612.1,13.22,Normal,Low,Diesel Truck,0,1051.51
SHP-01039,2026-04-08,VEND-017,3.3,Mersin,Gaziantep,313.9,12.27,Normal,Medium,Hybrid Van,0,323.92
SHP-01040,2026-04-09,VEND-004,4.0,Istanbul,Van,1549.8,18.91,Snow,Low,Diesel Truck,0,4096.19
SHP-01041,2026-04-09,VEND-013,4.0,Kayseri,Konya,360.8,10.1,Normal,Low,Hybrid Van,0,291.8
SHP-01042,2026-04-09,VEND-012,4.9,Kocaeli,Diyarbakir,1125.4,11.26,Normal,Low,Hybrid Van,1,1058.03
SHP-01043,2026-04-09,VEND-022,2.5,Samsun,Sakarya,597.4,9.09,Normal,Medium,Hybrid Van,0,428.12
SHP-01044,2026-04-09,VEND-010,3.1,Gaziantep,Malatya,197.5,4.62,Normal,Low,Hybrid Van,2,76.31
SHP-01045,2026-04-10,VEND-009,2.1,Sakarya,Istanbul,146.0,18.13,Rain,Medium,Electric Semi,0,103.27
SHP-01046,2026-04-10,VEND-003,4.3,Kocaeli,Kayseri,682.1,21.95,Normal,High,Hybrid Van,0,1288.43
SHP-01047,2026-04-10,VEND-021,4.2,Gaziantep,Kocaeli,947.1,22.73,Normal,Medium,Hybrid Van,1,1782.32
SHP-01048,2026-04-10,VEND-019,4.4,Mersin,Diyarbakir,622.9,22.14,Rain,Low,Diesel Truck,0,1887.89
SHP-01049,2026-04-11,VEND-002,3.0,Izmir,Gaziantep,1132.3,11.84,Normal,High,Electric Semi,1,541.38
SHP-01050,2026-04-11,VEND-011,2.5,Erzurum,Gaziantep,571.6,7.82,Storm,Low,Diesel Truck,0,611.52
SHP-01051,2026-04-11,VEND-012,4.7,Sakarya,Bursa,157.3,16.31,Storm,High,Electric Semi,0,104.01
SHP-01052,2026-04-11,VEND-012,4.7,Gaziantep,Sakarya,880.8,23.91,Normal,Medium,Diesel Truck,0,2774.58
SHP-01053,2026-04-11,VEND-023,4.9,Denizli,Van,1588.2,18.45,Normal,Low,Diesel Truck,0,3641.22
SHP-01054,2026-04-11,VEND-004,3.8,Denizli,Izmir,222.7,12.88,Normal,High,Diesel Truck,0,400.55
SHP-01055,2026-04-11,VEND-008,4.2,Trabzon,Antalya,1158.6,17.53,Normal,Medium,Diesel Truck,0,2673.9
SHP-01056,2026-04-12,VEND-005,1.8,Ankara,Konya,280.7,19.54,Normal,Medium,Diesel Truck,0,777.62
SHP-01057,2026-04-12,VEND-007,4.3,Malatya,Diyarbakir,224.8,23.06,Normal,Medium,Electric Semi,0,188.47
SHP-01058,2026-04-12,VEND-023,4.9,Van,Mersin,1019.5,19.32,Normal,Medium,Electric Semi,0,719.2
SHP-01059,2026-04-12,VEND-024,4.5,Van,Gaziantep,662.1,11.4,Normal,Medium,Hybrid Van,0,614.03
SHP-01060,2026-04-13,VEND-002,3.0,Van,Konya,1144.0,7.57,Normal,High,Diesel Truck,0,1270.9
SHP-01061,2026-04-13,VEND-016,2.0,Erzurum,Kocaeli,1259.8,13.0,Snow,Low,Diesel Truck,0,2392.76
SHP-01062,2026-04-13,VEND-006,5.0,Eskisehir,Adana,647.6,8.88,Storm,Medium,Hybrid Van,0,507.35
SHP-01063,2026-04-13,VEND-005,1.8,Ankara,Bursa,411.1,23.63,Normal,Medium,Diesel Truck,0,1390.08
SHP-01064,2026-04-13,VEND-008,4.3,Kayseri,Diyarbakir,505.0,13.19,Rain,Medium,Hybrid Van,0,581.39
SHP-01065,2026-04-13,VEND-005,1.9,Antalya,Kayseri,570.2,12.33,Normal,Medium,Hybrid Van,0,589.4
SHP-01066,2026-04-13,VEND-013,3.5,Antalya,Gaziantep,741.2,9.36,Rain,Medium,Diesel Truck,0,986.38
SHP-01067,2026-04-13,VEND-025,3.9,Diyarbakir,Denizli,1270.4,16.35,Normal,High,Diesel Truck,0,3013.96
SHP-01068,2026-04-13,VEND-015,3.1,Diyarbakir,Eskisehir,1058.4,13.48,Rain,Low,Diesel Truck,0,2025.51
SHP-01069,2026-04-14,VEND-019,4.4,Samsun,Izmir,1087.0,4.1,Normal,Low,Diesel Truck,0,596.54
SHP-01070,2026-04-14,VEND-013,3.8,Eskisehir,Ankara,254.6,21.86,Normal,Medium,Diesel Truck,0,773.13
SHP-01071,2026-04-14,VEND-001,4.1,Izmir,Istanbul,394.4,9.62,Snow,Low,Hybrid Van,0,321.86
