Shipment_ID,Date_ID,Vendor_ID,Route_ID,Weight_tons,Distance_km,Actual_Delay_Days,CO2_Emission_kg
SHP-01485,20260727,VEND-021,RT-00488,18.35,891.1,0,1350.6
SHP-01486,20260728,VEND-001,RT-00635,10.14,1151.2,0,1546.31
SHP-01487,20260728,VEND-004,RT-00916,10.22,398.1,0,149.24
SHP-01488,20260728,VEND-003,RT-00218,15.81,1184.1,0,677.26
SHP-01489,20260728,VEND-018,RT-00885,2.46,485.1,0,166.95
SHP-01490,20260729,VEND-016,RT-01256,16.73,279.7,0,187.98
SHP-01491,20260729,VEND-012,RT-00985,13.12,179.1,0,312.83
SHP-01492,20260729,VEND-007,RT-00007,11.87,952.7,0,464.2
SHP-01493,20260730,VEND-003,RT-00170,18.26,688.0,1,1103.36
SHP-01494,20260730,VEND-015,RT-00473,19.2,403.2,0,621.14
SHP-01495,20260731,VEND-006,RT-00315,21.31,749.7,0,1977.22
SHP-01496,20260731,VEND-015,RT-01116,10.0,431.9,0,159.43
SHP-01497,20260731,VEND-018,RT-01035,8.85,565.6,3,676.57
SHP-01498,20260731,VEND-022,RT-01055,18.14,1042.1,4,2644.18
SHP-01499,20260731,VEND-013,RT-00001,14.96,818.4,0,1697.68
SHP-01500,20260731,VEND-001,RT-00545,16.16,926.8,0,2031.48
